	Acandí	Riosucio	Bahía Solano (o Ciudad Mutis)	Coredó	Tutunendo	Arusí	Cérteguí	Nóvita	Cartago	Toro	Roldanillo	Buenaventura	Sevilla	Andalucía	Darién (o Calima)	Buga	Dagua	Ginebra	Palmira	Cali	Florida	Robles	Timbiquí	San Juan de Mechengue	Santander de Quilichao	Morales	Silvia	Patía (El Bordo)	Bolívar	Popayán	La Sierra	Iscuandé	Tumaco	Barbacoas1	Ricaurte2	La Cruz	La Florida	Potosí	Mocoa	San Antero	Puerto Escondido	Cereté	Sahagún	Tres Palmas	Tierra Alta	Planeta Rica	Ayapel	Turbo	Nechí	Caucasia	Chigorodó	Ituango	Dabeiba	Frontino	Cáceres	Zaragoza	Remedios	Yarumal	Amalfi	Yolombó	Santa Fe de Antioquia	San Pedro1	Urrao	Heliconia	Concordia	Montebello	Betania	Jardín	Santo Domingo	Puerto Berrío	Rionegro1	Cocorná	Sonsón	Mistrató	Santuario	Pereira	Pácora	Samaná	Aranzazu	Manzanares	Manizales	Calarcá	Mariquita	Herveo	El Líbano	Ambalema	Santa Isabel	San Antonio	Ibagué	Coello	San Luis	Cunday	Ortega	Purificación	Chaparral	Planadas	Natagaima	Alpujarra	Baraya	Santa María	Nátaga	Gigante	Neiva	Timaná	San Agustín	San Vicente del Caguán	Florencia	San Onofre	Tolú	San Pedro2	Corozal	San Benito Abad	Majagual	Puerto Colombia	Luruaco	Manatí	Villanueva	La Boquilla	Turbaco	Mahates	San Basilio de Palenque	María La Baja	San Juan Nepomuceno	El Carmen2	Mompós	San Martín de Loba	Simití	Bocas del Rosario	Puerto Wilches	Sabana de Torres	Suratá	Barrancabermeja	Rionegro2	Tona	Girón	San Vicente de Chucurí	Guaca	Aratoca	Málaga	Cimitarra	Suaita	Vélez	Jesús María	Simacota	Onzaga	Charalá	Güicán	Moniquirá	Saboyá	Muzo	Ráquira	Jericó	Socha	Duitama	Sotaquirá	Monguí	Firavitoba	Labranzagrande	Siachoque	Aquitania	Turmequé	Tenza	Miraflores	San Luis de Gaceno	Caparrapí	Paime	Simijaca	Ubaté	Villapinzón	Pacho	Guaduas	Tenjo	Facatativá	La Mesa	Bogotá	Nemocón	Manta	Guasca	Gachetá	Gachalá	Fómeque	Medina	Tocaima	Pasca	Pandi	Gutiérrez	Quetame	Restrepo	San Martín	Puerto López	Sitionuevo	Taganga	Ciénaga	Aracataca	Pivijay	Pedraza	Plato	El Difícil	Riohacha	Palomino	Barbacoas2	Uribia	Carraipía	Fonseca	Caracolí	Valledupar	Codazzi	Chiriguaná	Pailitas	La Jagua de Ibirico	Gamarra	Loma de Corredor	El Tarra	El Carmen1	San Calixto	Ocaña	Ábrego	Sardinata	Villacaro	Salazar de las Palmas	Puerto Villamizar	Ricaurte1	Cúcuta	Cáchira	Bochalema	Herrán	Pamplona	San Bernardo de Bata	Chitagá	Arauca	Tame	Pore	Trinidad	Yopal	Tauramena	Maní	Orocué
Roldanillo	0.874619	0.853601	0.849406	0.848444	0.814424	0.822688	0.80948	0.852806	0.725516	0.707637	0	0.757986	0.714499	0.706553	0.750253	0.720104	0.728228	0.793491	0.740908	0.726164	0.760346	0.781574	0.808585	0.8388	0.746706	0.778222	0.809488	0.808017	0.795334	0.79579	0.816967	0.818243	0.80499	0.817121	0.814497	0.82758	0.819042	0.836925	0.818803	0.833707	0.871783	0.896176	0.881765	0.889646	0.860214	0.865977	0.896712	0.867353	0.846117	0.828626	0.825544	0.809293	0.829539	0.816066	0.846272	0.813723	0.795902	0.804325	0.800241	0.803207	0.831651	0.837856	0.797292	0.823263	0.831154	0.798891	0.780236	0.82192	0.821769	0.78941	0.795505	0.803862	0.819809	0.790236	0.789021	0.749049	0.794502	0.785094	0.781052	0.788916	0.804568	0.788125	0.808047	0.810094	0.784178	0.813812	0.788275	0.819167	0.829649	0.83518	0.816794	0.810216	0.810919	0.830931	0.823935	0.780667	0.825629	0.843458	0.817623	0.795689	0.809618	0.794885	0.809915	0.807559	0.830753	0.806115	0.814543	0.869326	0.871371	0.872642	0.856184	0.862695	0.861139	0.852643	0.858043	0.876133	0.872935	0.886284	0.863223	0.854837	0.888905	0.88895	0.873511	0.834745	0.844919	0.849234	0.83692	0.851774	0.860982	0.861548	0.879889	0.82984	0.853113	0.873747	0.854161	0.86089	0.84752	0.859432	0.856394	0.834995	0.851033	0.846126	0.833655	0.854603	0.858478	0.843874	0.824865	0.81138	0.848813	0.817485	0.803881	0.871344	0.839571	0.857758	0.854784	0.857485	0.820453	0.855064	0.846228	0.843278	0.827067	0.83341	0.851626	0.820654	0.800151	0.828434	0.842874	0.833997	0.86565	0.833133	0.84013	0.843978	0.828169	0.871338	0.828526	0.828263	0.822281	0.837439	0.847147	0.834666	0.821383	0.857404	0.831695	0.854194	0.837374	0.863624	0.831965	0.829216	0.802565	0.824954	0.839629	0.844157	0.829766	0.848948	0.87666	0.878911	0.859645	0.862428	0.83672	0.853324	0.836286	0.84992	0.827829	0.838171	0.855831	0.847798	0.848777	0.882898	0.849628	0.811449	0.848135	0.858307	0.870595	0.829117	0.851793	0.855671	0.857305	0.884129	0.838053	0.872933	0.862566	0.860465	0.880757	0.854119	0.875888	0.854195	0.848559	0.863038	0.888688	0.835421	0.834752	0.846784	0.863311	0.840707	0.836366	0.85591	0.846058
Buenaventura	0.8334	0.855029	0.795854	0.803168	0.823319	0.799174	0.824936	0.796328	0.77502	0.762789	0.757986	0	0.787724	0.753676	0.771834	0.732208	0.729423	0.746155	0.742871	0.746572	0.758038	0.750692	0.77252	0.786703	0.797877	0.789083	0.785212	0.799325	0.78522	0.804863	0.805111	0.800602	0.782058	0.793337	0.803214	0.820397	0.840802	0.860118	0.860136	0.851438	0.857554	0.872085	0.870821	0.857971	0.846127	0.849787	0.886013	0.831673	0.843139	0.821263	0.823134	0.815242	0.848041	0.799703	0.812783	0.816518	0.828742	0.85814	0.837058	0.811815	0.818421	0.842434	0.804565	0.834913	0.837565	0.830751	0.807723	0.849224	0.83614	0.810355	0.831181	0.821783	0.819685	0.787905	0.834651	0.806096	0.823916	0.794317	0.815839	0.808247	0.804054	0.819977	0.822804	0.813094	0.825477	0.828161	0.793335	0.800387	0.828793	0.822263	0.810472	0.851865	0.800506	0.833812	0.821991	0.792794	0.829997	0.80619	0.796063	0.827796	0.800109	0.81317	0.796823	0.814821	0.781219	0.814682	0.797999	0.862957	0.870389	0.844176	0.842114	0.855235	0.852684	0.860396	0.855058	0.852828	0.850414	0.869767	0.838173	0.859041	0.864784	0.866446	0.854547	0.826651	0.852516	0.843979	0.845636	0.838509	0.815105	0.855686	0.847887	0.841366	0.830069	0.83585	0.851842	0.845772	0.857975	0.846474	0.836994	0.811023	0.86978	0.849126	0.833694	0.816627	0.850793	0.837926	0.828447	0.804061	0.864435	0.846265	0.847356	0.864637	0.832498	0.837147	0.832109	0.857273	0.809734	0.851945	0.849789	0.804214	0.857796	0.862924	0.844656	0.828834	0.80932	0.838213	0.826369	0.826185	0.833613	0.81966	0.826401	0.854844	0.848265	0.834518	0.809088	0.830344	0.824136	0.836755	0.848479	0.857873	0.834867	0.822253	0.803313	0.833287	0.840245	0.831196	0.845252	0.83714	0.836697	0.835472	0.837131	0.818428	0.85744	0.841478	0.831153	0.840979	0.854464	0.856932	0.836095	0.832825	0.845869	0.861785	0.838697	0.835081	0.845909	0.855225	0.859001	0.838181	0.806467	0.835009	0.849683	0.849631	0.816448	0.818586	0.823803	0.826263	0.834254	0.858467	0.807488	0.839493	0.84037	0.852982	0.821189	0.828524	0.854289	0.842393	0.843932	0.844282	0.828974	0.84682	0.829056	0.850012	0.842825	0.841054	0.846787	0.837706	0.837364
Sevilla	0.878813	0.8411	0.847068	0.832369	0.844857	0.852334	0.83155	0.844719	0.728005	0.724466	0.714499	0.787724	0	0.716223	0.709928	0.714581	0.724312	0.778564	0.774943	0.748234	0.768328	0.781995	0.803145	0.813557	0.758222	0.77856	0.810722	0.784309	0.819628	0.797882	0.798518	0.841734	0.821615	0.833492	0.80589	0.825578	0.828279	0.836632	0.822548	0.870193	0.860613	0.881591	0.87872	0.864718	0.868834	0.862765	0.896663	0.846868	0.830395	0.813148	0.824302	0.78303	0.779443	0.7686	0.804322	0.811602	0.76758	0.774901	0.770659	0.761508	0.792188	0.791932	0.778714	0.796202	0.775844	0.774669	0.758891	0.765377	0.786188	0.793938	0.759001	0.769992	0.732412	0.728853	0.729761	0.737108	0.74599	0.75859	0.756591	0.722076	0.738569	0.695371	0.779543	0.742537	0.802749	0.811966	0.776666	0.801459	0.802423	0.853808	0.823148	0.817922	0.848282	0.854803	0.825684	0.797173	0.840114	0.860914	0.838778	0.808005	0.827278	0.840725	0.829639	0.816349	0.843483	0.82824	0.829626	0.864973	0.883428	0.861091	0.88775	0.860539	0.881014	0.845218	0.858184	0.861496	0.87193	0.880949	0.897508	0.888859	0.881929	0.887614	0.87368	0.856168	0.856327	0.888956	0.863225	0.846326	0.865734	0.841051	0.857482	0.842284	0.861483	0.856944	0.854	0.86338	0.844755	0.883535	0.843497	0.828963	0.848412	0.854649	0.826459	0.857539	0.843098	0.853776	0.856468	0.839546	0.824731	0.836246	0.825444	0.878559	0.825371	0.855052	0.856846	0.844774	0.836559	0.840435	0.843113	0.852281	0.843615	0.831162	0.850389	0.834165	0.821144	0.851539	0.839108	0.821345	0.848976	0.84258	0.843545	0.84963	0.845351	0.845108	0.807649	0.827785	0.827052	0.8557	0.847792	0.858552	0.853516	0.845069	0.820979	0.83484	0.849832	0.865993	0.846092	0.846607	0.811667	0.856876	0.864964	0.865626	0.831321	0.857075	0.863716	0.875875	0.853965	0.891357	0.843338	0.861258	0.877189	0.873921	0.852525	0.858247	0.845195	0.866013	0.859608	0.8742	0.858635	0.866706	0.88334	0.889229	0.839645	0.848121	0.84537	0.845847	0.837262	0.865306	0.812049	0.872751	0.857991	0.861003	0.865518	0.822894	0.865591	0.848903	0.843767	0.841714	0.842582	0.840696	0.841969	0.865744	0.863377	0.848887	0.858066	0.828187	0.833602
Andalucía	0.857875	0.834865	0.847289	0.829176	0.82293	0.839954	0.813002	0.820269	0.729015	0.719566	0.706553	0.753676	0.716223	0	0.740082	0.697219	0.705795	0.75498	0.695894	0.735143	0.742445	0.745568	0.807632	0.81605	0.712076	0.764789	0.781723	0.761377	0.791681	0.781117	0.794682	0.820761	0.811703	0.837207	0.832946	0.820883	0.834787	0.830161	0.825177	0.832714	0.858626	0.887793	0.862712	0.87023	0.85218	0.862002	0.87072	0.865172	0.832126	0.835133	0.846449	0.81115	0.798045	0.780265	0.830797	0.811854	0.800496	0.81187	0.790972	0.770136	0.794484	0.82419	0.805786	0.803681	0.81565	0.785776	0.778558	0.784547	0.813148	0.805248	0.790316	0.810687	0.768528	0.780974	0.775768	0.781152	0.776363	0.794554	0.797592	0.778128	0.787517	0.790817	0.795504	0.781887	0.809925	0.83556	0.779086	0.824403	0.815798	0.835852	0.815377	0.801625	0.823135	0.84022	0.817765	0.798544	0.830323	0.838571	0.840406	0.774034	0.793478	0.825147	0.832089	0.816202	0.824602	0.816959	0.820172	0.889817	0.836267	0.859972	0.879364	0.859151	0.881692	0.86139	0.866573	0.857341	0.846674	0.863229	0.882108	0.883331	0.890756	0.860651	0.886168	0.844018	0.843325	0.851314	0.853451	0.836716	0.843025	0.834652	0.863469	0.84346	0.863592	0.862838	0.860312	0.856464	0.851113	0.867529	0.870322	0.858073	0.840261	0.826557	0.850582	0.863886	0.853631	0.859977	0.866574	0.833234	0.839097	0.867981	0.832889	0.864973	0.848567	0.869413	0.840294	0.862462	0.822368	0.870964	0.845824	0.842584	0.857796	0.857532	0.861261	0.847114	0.80521	0.842391	0.833956	0.836962	0.870611	0.824054	0.843406	0.857339	0.84859	0.868209	0.799988	0.854384	0.866936	0.849175	0.839771	0.879216	0.859922	0.849075	0.828767	0.826642	0.838439	0.854832	0.849614	0.840662	0.793746	0.836014	0.865973	0.849664	0.858185	0.867853	0.851191	0.864501	0.86068	0.881006	0.856668	0.854033	0.86373	0.864111	0.857816	0.867168	0.853346	0.853293	0.866953	0.881	0.842165	0.838306	0.858514	0.876405	0.845717	0.839113	0.866335	0.870227	0.859281	0.873093	0.843656	0.867685	0.851716	0.851114	0.842802	0.831358	0.861017	0.866024	0.876742	0.834787	0.840779	0.829272	0.841113	0.871448	0.867788	0.861624	0.872557	0.837835	0.846603
Darién (o Calima)	0.854179	0.851538	0.828527	0.812015	0.833137	0.835638	0.826747	0.799292	0.784979	0.749424	0.750253	0.771834	0.709928	0.740082	0	0.731043	0.736468	0.779499	0.756442	0.769202	0.73946	0.765081	0.824306	0.834902	0.768243	0.770216	0.829644	0.786744	0.805287	0.816304	0.815144	0.829387	0.838738	0.815116	0.812131	0.825652	0.826469	0.853471	0.806367	0.855451	0.893752	0.861424	0.881181	0.879256	0.854521	0.854836	0.87919	0.852439	0.828389	0.808136	0.790961	0.777145	0.785129	0.776714	0.803147	0.809772	0.778765	0.796898	0.797439	0.744812	0.799943	0.805149	0.771415	0.763337	0.792768	0.737912	0.7563	0.764511	0.765629	0.794213	0.788062	0.784056	0.758019	0.733543	0.776861	0.763688	0.76528	0.787718	0.767035	0.730495	0.791846	0.762116	0.792253	0.776512	0.793839	0.826717	0.766892	0.807907	0.806831	0.855006	0.792662	0.814686	0.818477	0.832088	0.840433	0.788668	0.81781	0.829986	0.797156	0.794912	0.803835	0.837855	0.808719	0.827327	0.824055	0.820942	0.825586	0.862127	0.867559	0.850726	0.880179	0.874324	0.875013	0.846329	0.877797	0.868949	0.857973	0.856119	0.901816	0.874001	0.873577	0.871365	0.869397	0.852573	0.849124	0.869931	0.860568	0.827802	0.842751	0.850626	0.876589	0.832268	0.868238	0.864476	0.83085	0.861564	0.831248	0.887123	0.864348	0.82427	0.830296	0.85992	0.836386	0.864518	0.853224	0.863363	0.835275	0.812003	0.839516	0.843496	0.837847	0.865986	0.82242	0.850046	0.853941	0.841817	0.821183	0.849231	0.83055	0.856418	0.854895	0.862529	0.879948	0.849199	0.830294	0.868292	0.816841	0.836399	0.868986	0.820309	0.843354	0.854985	0.844097	0.834105	0.826164	0.829133	0.853044	0.844403	0.831035	0.848299	0.838586	0.853554	0.837332	0.828854	0.832008	0.834586	0.881663	0.8646	0.832105	0.844826	0.84941	0.85414	0.847455	0.851121	0.849872	0.879594	0.870785	0.871635	0.854269	0.863434	0.888745	0.862606	0.843446	0.857571	0.863297	0.863448	0.870448	0.860242	0.827383	0.860506	0.863065	0.879249	0.849125	0.837725	0.851705	0.868301	0.857794	0.885948	0.863657	0.871217	0.857912	0.861173	0.85551	0.85195	0.863464	0.860521	0.848397	0.844361	0.850931	0.846108	0.843129	0.855449	0.850214	0.844554	0.840088	0.853796	0.874422
Buga	0.872755	0.851804	0.840195	0.838814	0.836857	0.846008	0.817244	0.845974	0.731135	0.741841	0.720104	0.732208	0.714581	0.697219	0.731043	0	0.695767	0.726125	0.699577	0.707544	0.714735	0.7473	0.806377	0.82604	0.748959	0.742976	0.773557	0.760506	0.7924	0.786419	0.789969	0.80947	0.800177	0.801354	0.825419	0.791602	0.837556	0.837411	0.802739	0.855221	0.885023	0.869196	0.86919	0.876018	0.859495	0.866261	0.877904	0.874423	0.837059	0.817777	0.85007	0.811823	0.830098	0.799632	0.827303	0.814687	0.822943	0.817693	0.815914	0.800812	0.834192	0.824499	0.793414	0.851155	0.838854	0.80382	0.796447	0.813034	0.809263	0.810046	0.813858	0.805194	0.775828	0.797153	0.801393	0.776189	0.805348	0.801012	0.812648	0.800142	0.787334	0.789731	0.801367	0.794426	0.810338	0.84017	0.800068	0.82372	0.83413	0.823293	0.815578	0.80411	0.821315	0.829037	0.821138	0.791057	0.821929	0.842062	0.812464	0.819086	0.818654	0.811479	0.822392	0.817204	0.812546	0.818648	0.809334	0.869083	0.874141	0.85422	0.880758	0.877717	0.877927	0.829592	0.880062	0.881996	0.890768	0.878359	0.898778	0.886576	0.892686	0.895533	0.890589	0.843725	0.873833	0.871524	0.860844	0.854224	0.843917	0.842559	0.861815	0.83653	0.851751	0.861871	0.832741	0.842656	0.843467	0.865808	0.841949	0.823538	0.841713	0.848062	0.836552	0.847899	0.834763	0.86517	0.843423	0.81008	0.845843	0.854906	0.825481	0.866103	0.854188	0.835303	0.851743	0.853008	0.800119	0.844048	0.831486	0.84065	0.842873	0.851685	0.859883	0.812529	0.805722	0.846187	0.822677	0.834486	0.863046	0.837023	0.851334	0.858679	0.833915	0.84677	0.812997	0.828781	0.847284	0.817868	0.845918	0.845242	0.847984	0.836146	0.832746	0.847874	0.837167	0.865207	0.859415	0.831317	0.832741	0.812937	0.861474	0.838957	0.850467	0.848651	0.848059	0.874371	0.857979	0.870471	0.852348	0.864787	0.883946	0.865656	0.852035	0.871516	0.885192	0.87797	0.857804	0.874041	0.852088	0.870577	0.877198	0.876773	0.863555	0.825781	0.84625	0.820163	0.844151	0.865668	0.831964	0.871263	0.865584	0.841705	0.842208	0.82559	0.871619	0.858932	0.847562	0.857482	0.866677	0.838244	0.838243	0.879615	0.844875	0.86256	0.846989	0.822377	0.83822
Dagua	0.871814	0.839809	0.832096	0.836592	0.806324	0.83757	0.7883	0.808115	0.74538	0.736519	0.728228	0.729423	0.724312	0.705795	0.736468	0.695767	0	0.728244	0.692714	0.719211	0.713017	0.730974	0.79812	0.841667	0.731347	0.779443	0.77774	0.753047	0.788416	0.808991	0.799068	0.800758	0.843803	0.838323	0.815638	0.794576	0.831364	0.83466	0.818945	0.841784	0.863355	0.885938	0.874833	0.877598	0.852042	0.871222	0.897176	0.851036	0.858425	0.817816	0.819092	0.804078	0.822297	0.788208	0.812412	0.827505	0.816574	0.830724	0.823494	0.809193	0.794166	0.810775	0.822611	0.811768	0.836808	0.791299	0.78861	0.808127	0.816797	0.815745	0.788047	0.807411	0.790567	0.762542	0.776192	0.764148	0.773125	0.797082	0.794144	0.766828	0.806086	0.781073	0.782462	0.772234	0.794494	0.829005	0.782157	0.792363	0.77663	0.830419	0.799191	0.829546	0.807645	0.810552	0.801869	0.775514	0.814005	0.824024	0.803707	0.805536	0.783127	0.78749	0.813117	0.801165	0.799018	0.816615	0.784872	0.868247	0.879367	0.864381	0.879436	0.867875	0.878186	0.873859	0.874831	0.900683	0.8607	0.855104	0.861073	0.879076	0.894383	0.871934	0.85061	0.854615	0.871404	0.867426	0.849792	0.844825	0.845582	0.828142	0.850971	0.831176	0.861635	0.862801	0.846576	0.83883	0.862817	0.873642	0.834777	0.822372	0.837463	0.847166	0.824429	0.85334	0.850277	0.840405	0.839738	0.820247	0.849144	0.864837	0.86145	0.861499	0.869426	0.834584	0.865923	0.851671	0.827477	0.863128	0.857146	0.840295	0.861378	0.853947	0.855901	0.834372	0.813174	0.843724	0.833462	0.85404	0.847274	0.808547	0.840927	0.83738	0.836182	0.857023	0.824077	0.835258	0.829793	0.847638	0.853846	0.863508	0.807303	0.826064	0.829432	0.810981	0.833588	0.866038	0.849269	0.848893	0.813538	0.853634	0.880736	0.86681	0.879827	0.860803	0.860637	0.879987	0.859601	0.883783	0.850322	0.856486	0.894326	0.852647	0.854032	0.884083	0.863371	0.860685	0.858183	0.857497	0.843349	0.860636	0.864807	0.886054	0.8577	0.826779	0.845833	0.854999	0.841947	0.865238	0.822859	0.853674	0.855231	0.841513	0.845288	0.810857	0.866264	0.852538	0.852025	0.845812	0.869633	0.82052	0.830002	0.851183	0.852256	0.85892	0.853238	0.847989	0.860327
Ginebra	0.866787	0.854499	0.824569	0.815628	0.828078	0.836745	0.813653	0.804063	0.766506	0.77231	0.793491	0.746155	0.778564	0.75498	0.779499	0.726125	0.728244	0	0.719554	0.757838	0.740251	0.729	0.780155	0.824563	0.771378	0.751565	0.783042	0.769128	0.804499	0.781195	0.806639	0.805816	0.83062	0.818828	0.812794	0.851403	0.851644	0.836679	0.848341	0.859173	0.88086	0.878882	0.881446	0.883093	0.86028	0.898044	0.869226	0.853011	0.826522	0.830075	0.833922	0.811882	0.847165	0.813513	0.835258	0.826002	0.828799	0.808504	0.794109	0.798862	0.822613	0.830028	0.805126	0.826035	0.833109	0.809356	0.799423	0.795723	0.819759	0.842756	0.800744	0.797711	0.802914	0.79209	0.798757	0.762898	0.813637	0.81153	0.819999	0.806853	0.794965	0.811384	0.808748	0.776477	0.819387	0.827849	0.811402	0.793989	0.820588	0.822552	0.798457	0.820409	0.820866	0.811556	0.815859	0.79725	0.825719	0.827669	0.811434	0.838965	0.814321	0.809704	0.792886	0.805888	0.805458	0.819075	0.800803	0.870816	0.847315	0.846574	0.878412	0.855436	0.877467	0.868963	0.867099	0.882128	0.875002	0.846969	0.870083	0.871795	0.880676	0.889794	0.861163	0.854954	0.85739	0.846777	0.869516	0.838	0.860439	0.844875	0.855258	0.833396	0.821666	0.848452	0.83407	0.841271	0.830371	0.840579	0.816928	0.808355	0.808071	0.817606	0.843642	0.838193	0.842161	0.852772	0.814404	0.828672	0.837386	0.85299	0.846069	0.855476	0.847204	0.829123	0.840726	0.832759	0.844289	0.854979	0.83634	0.83019	0.841946	0.816639	0.860071	0.849854	0.795402	0.850459	0.805643	0.812279	0.832626	0.821564	0.849527	0.856408	0.832112	0.831523	0.804674	0.825476	0.832487	0.842557	0.818926	0.853726	0.844635	0.839453	0.818176	0.827919	0.817084	0.827894	0.828729	0.814794	0.830594	0.837525	0.854801	0.840299	0.847976	0.851613	0.847286	0.859086	0.868171	0.864279	0.84589	0.861848	0.85742	0.840029	0.851297	0.860297	0.862415	0.847683	0.85309	0.863755	0.846281	0.855946	0.857744	0.865287	0.844949	0.837913	0.848536	0.84355	0.830457	0.866787	0.834238	0.873273	0.853152	0.850586	0.871992	0.823683	0.85748	0.862766	0.842062	0.861577	0.837871	0.844255	0.813759	0.835143	0.85427	0.838627	0.85574	0.823062	0.859687
Palmira	0.877079	0.855032	0.822049	0.809767	0.807844	0.843014	0.803716	0.81157	0.76634	0.733453	0.740908	0.742871	0.774943	0.695894	0.756442	0.699577	0.692714	0.719554	0	0.73148	0.700368	0.719322	0.809232	0.828531	0.738892	0.755564	0.76943	0.778025	0.813305	0.79265	0.804397	0.816407	0.830237	0.822007	0.816903	0.811387	0.823273	0.817061	0.844077	0.846781	0.86525	0.889706	0.877743	0.885845	0.870488	0.884165	0.896901	0.867078	0.844334	0.822582	0.840055	0.817012	0.8301	0.805363	0.841568	0.82421	0.846919	0.835478	0.81474	0.817701	0.816001	0.817501	0.818423	0.822683	0.83532	0.809918	0.795375	0.820236	0.847611	0.805294	0.79557	0.813203	0.824938	0.80445	0.803204	0.798405	0.811598	0.819285	0.792433	0.793041	0.81119	0.80552	0.798551	0.795273	0.809013	0.831474	0.802482	0.826225	0.837184	0.84398	0.824237	0.816912	0.813516	0.813272	0.802733	0.802265	0.83953	0.836956	0.836551	0.840652	0.81115	0.826997	0.845992	0.817029	0.801969	0.826542	0.814318	0.889732	0.854684	0.848514	0.865513	0.870199	0.895912	0.86986	0.869842	0.895385	0.86767	0.879874	0.889693	0.889262	0.899299	0.880569	0.85567	0.836881	0.854296	0.828131	0.867043	0.854314	0.860425	0.849111	0.862537	0.853289	0.865087	0.868572	0.851181	0.872372	0.838468	0.864587	0.839072	0.857631	0.86378	0.853723	0.834331	0.857982	0.843584	0.863185	0.854056	0.802391	0.871048	0.864046	0.870838	0.841341	0.864837	0.869447	0.826707	0.867675	0.812667	0.871029	0.844104	0.843043	0.86057	0.840158	0.881584	0.841204	0.802024	0.854159	0.839417	0.854818	0.855252	0.846796	0.848153	0.856553	0.847396	0.830973	0.806798	0.840651	0.838283	0.845995	0.860147	0.861383	0.834806	0.860597	0.844806	0.837764	0.823353	0.847293	0.851118	0.851656	0.817682	0.871881	0.851518	0.858554	0.864078	0.851501	0.86994	0.875965	0.863187	0.873403	0.84347	0.870983	0.870848	0.853021	0.85463	0.868456	0.863745	0.846959	0.857668	0.870192	0.856221	0.850913	0.851404	0.869785	0.855193	0.845587	0.866029	0.83646	0.838524	0.876892	0.836183	0.872946	0.856076	0.865593	0.865496	0.827804	0.861323	0.890492	0.859168	0.870847	0.863776	0.840267	0.85093	0.858837	0.859328	0.847072	0.857056	0.840887	0.869785
Cali	0.879589	0.872234	0.839708	0.838132	0.788581	0.837793	0.829809	0.818508	0.775504	0.756079	0.726164	0.746572	0.748234	0.735143	0.769202	0.707544	0.719211	0.757838	0.73148	0	0.745389	0.770839	0.798146	0.844396	0.769153	0.770337	0.814971	0.781958	0.79253	0.794367	0.789067	0.791974	0.818632	0.808079	0.802029	0.813409	0.828681	0.832668	0.786172	0.865069	0.887886	0.875412	0.894979	0.884432	0.865822	0.894432	0.881964	0.848411	0.858439	0.820257	0.822913	0.829618	0.816369	0.80279	0.844032	0.814064	0.813357	0.801026	0.816583	0.816701	0.799988	0.808751	0.821437	0.836343	0.842893	0.822493	0.82004	0.797089	0.816239	0.816583	0.801143	0.796635	0.814338	0.810008	0.770597	0.795447	0.82834	0.804807	0.789713	0.80898	0.813305	0.808436	0.820122	0.799156	0.803035	0.844047	0.783071	0.792804	0.8337	0.829627	0.819543	0.81553	0.806044	0.828784	0.806929	0.775784	0.8295	0.842592	0.822023	0.81926	0.826549	0.835174	0.841049	0.813182	0.82527	0.83812	0.815818	0.878248	0.866511	0.889515	0.871916	0.869999	0.879325	0.869489	0.884339	0.915078	0.881715	0.889324	0.892014	0.873231	0.912328	0.874417	0.875763	0.870368	0.874044	0.864017	0.864841	0.859823	0.844955	0.842163	0.871611	0.826238	0.853923	0.872976	0.843277	0.895131	0.829655	0.876899	0.839558	0.851098	0.868706	0.855078	0.834378	0.858038	0.847362	0.851701	0.841491	0.824991	0.86239	0.852693	0.834889	0.879802	0.859901	0.863194	0.839361	0.866106	0.814127	0.857915	0.846478	0.845012	0.840534	0.852404	0.866615	0.825597	0.811182	0.861017	0.842453	0.868378	0.867197	0.827646	0.849833	0.852553	0.865922	0.843225	0.83365	0.841192	0.839939	0.85592	0.831578	0.848057	0.828838	0.852361	0.822933	0.846939	0.846126	0.877444	0.865956	0.861786	0.833728	0.86378	0.867563	0.854995	0.871791	0.862973	0.888325	0.891929	0.878877	0.864026	0.846485	0.873503	0.873413	0.857614	0.867865	0.841567	0.847812	0.879142	0.854244	0.874724	0.837326	0.86528	0.879067	0.878315	0.86532	0.828304	0.868202	0.855796	0.856979	0.868784	0.854386	0.887384	0.86676	0.859842	0.851838	0.83855	0.866936	0.866074	0.86441	0.863943	0.855927	0.850099	0.812605	0.873629	0.846801	0.838616	0.857241	0.833417	0.845632
